translate_ru,translate_nn,source,article_ru,article_nn
" Мужчина-охотник, я расправлюсь с тобой, как с оставленным на чумови-ще, к дереву привязанным олененком, с тобой расправлюсь!"," Ханена хасава си”емд пядм”, мядэхэ”на хаёвэ, пян’ сяравы ты’ нюдрев’ си”емд мэңгудм’!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" , Мужчина-охотник просто не боялся бурого медведя.", Ханена хасава паридена варкм’ хэдци” хэта вунида пилюс”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Не сгибал обычно свой огромный лук, не клал мужчина-охотник свои острые стрелы на тетиву лука."," Сюдбя ңынамда нида выярцету”, ханена хасава няндота муңгамда, ңынанда ен’ ни’ нида мэсету”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Ударял своим огромным кулаком, и бурый медведь валился, словно подрубленное дерево, возле входа своей берлоги.", Сюдбя тыранда ладаванда сер’ паридена варк” я мята нён мадавы пядрев’ таси’ хавасеты.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Мужчина-охотник хорошо жил со своими товарищами без каких-либо происшествий, разную пушнину, разных зверей всю свою жизнь одолевал."," Ханена хасава сян нянда ня’ хуркаси” хараси” сававна илесь, сян ханедамда, сян сармикамда илеванда сер’ пирдалембись.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Однажды пошел охотиться, один раз выстрелил из своего огромного лука, убил семеро диких оленей."," Ся”ны’ ңэбто’ хане хэвы, сюдбя ңынада ңоб’ пендавы” си”ив илебцям’ пыда хадавы.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
 Принес домой семь диких оленей мужчина-охотник., Си”ив илебцям’ ханена хасава мякан-да тавы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Придя домой, повесил котел, положил в котел мясо диких оленей."," Мяканда тэва едамда ңыда, илебця’ ңамзи едан’ пяда.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Как только стал закипать варившийся котел, показались за рекой пешие."," Пинна еданда, еданда лохомзь яха’ тяханя’ ядана” ңадимя”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Идут все семеро по берегу реки, шаг в шаг, помахивают руками."," Яха’ лаңг’ нимня си”иври ядана, ңопой еңгавна сядотяладо’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Когда хорошо рассмотрел, у семерых-то идущих — облик человеческий, а верхняя одежда отличается от человеческой; шерсть у них на теле длиной, как камус у оленя, на руках ногти и на ногах ногти, как у медведя."," Сававна манэць си”иври ядана” техэ пыхыдито’ ненэцие” ңабц, мэтадо’ панэдо’ ңопой яңга”, ңайто’ таркав” пена’ тар’ ёр”, ңудито’ ха-дахав”, ңэто’ хадахав” ңамгэда ңэвна варк’ хадараха”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Мужчина-охотник только думу думает: «Не человеческий у них облик, наверное, пришли они, чтобы убить меня!"," Ханена хасава’ ирида ядэрңа: «Ненэць’ хобадо’ тюкут яңгунё”, си”ми ңо” хадавнзь товы” ни”им’ ңа”!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
